Stats,Last 3,Last 5,Season,League,Last 3 Difference,Last 5 Difference,Season Difference
Opponent's xG per shot,0.08333333333333333,0.09,0.11,0.11774193548387096,-0.034408602150537634,-0.027741935483870966,-0.0077419354838709625
