Stats,Last 3,Last 5,Season,League,Last 3 Difference,Last 5 Difference,Season Difference
Opponent's xG per shot,0.14333333333333334,0.146,0.13,0.11774193548387096,0.025591397849462377,0.028258064516129028,0.012258064516129041
