Stats,Last 3,Last 5,Season,League,Last 3 Difference,Last 5 Difference,Season Difference
Goals,0.3333333333333333,0.6,1,1.0579710144927537,-0.7246376811594204,-0.4579710144927537,-0.05797101449275366
xG (Expected goals),1.3866666666666667,1.268,1.1254545454545455,1.1691304347826088,0.2175362318840579,0.09886956521739121,-0.04367588932806332
xG conversion,0.10333333333333333,1.164,1.1627272727272726,0.9268115942028986,-0.8234782608695652,0.23718840579710132,0.235915678524374
