Stats,Last 3,Last 5,Season,League,Last 3 Difference,Last 5 Difference,Season Difference
xG (Expected goals),2.01,1.8159999999999998,1.51,1.1951612903225806,0.8148387096774192,0.6208387096774193,0.31483870967741945
Dribbles,40,36,34.333333333333336,28.596774193548388,11.403225806451612,7.403225806451612,5.736559139784948
